chrom	pos	strand	cil1	ml1	ciu1	pval1	fdr1	cil2	ml2	ciu2	pval2	fdr2	overshoot	5hmC	cil_diff	ml_diff	ciu_diff	pval_diff	fdr_diff	est_mindiff
chrM	5916	+	0.014048	0.017967	0.022404	0.000000	0.000000	0.040736	0.048354	0.056639	0.000000	0.000000	0	3	-0.037775	-0.030387	-0.022999	0.000000	0.000000	-0.022999
chrM	5917	-	0.001299	0.001963	0.002638	0.000000	0.000000	0.006987	0.008121	0.009284	0.000000	0.000000	0	3	-0.007313	-0.006157	-0.005001	0.000000	0.000000	-0.005001
chrM	5969	+	0.012854	0.017636	0.022503	0.000000	0.000000	0.038056	0.045170	0.052492	0.000000	0.000000	0	3	-0.035551	-0.027534	-0.019518	0.000000	0.000000	-0.019518
chrM	5970	-	0.005832	0.006849	0.007889	0.000000	0.000000	0.015157	0.016946	0.018772	0.000000	0.000000	0	3	-0.011885	-0.010098	-0.008311	0.000000	0.000000	-0.008311
chrM	5972	+	0.001988	0.008224	0.014476	0.009804	0.015092	0.036950	0.045504	0.054162	0.000000	0.000000	0	3	-0.047384	-0.037281	-0.027177	0.000000	0.000000	-0.027177
chrM	5973	-	0.004888	0.005917	0.006967	0.000000	0.000000	0.013721	0.015468	0.017250	0.000000	0.000000	0	3	-0.011342	-0.009551	-0.007760	0.000000	0.000000	-0.007760
chrM	6015	+	0.015063	0.018176	0.021501	0.000000	0.000000	0.039809	0.045618	0.051799	0.000000	0.000000	0	3	-0.033110	-0.027442	-0.021773	0.000000	0.000000	-0.021773
chrM	6016	-	0.004274	0.005587	0.006930	0.000000	0.000000	0.015806	0.018005	0.020265	0.000000	0.000000	0	3	-0.014699	-0.012418	-0.010137	0.000000	0.000000	-0.010137
chrM	6020	+	0.009958	0.014869	0.019841	0.000000	0.000000	0.037389	0.045129	0.053048	0.000000	0.000000	0	3	-0.038613	-0.030260	-0.021908	0.000000	0.000000	-0.021908
chrM	6021	-	0.003385	0.004510	0.005670	0.000000	0.000000	0.015826	0.017922	0.020091	0.000000	0.000000	0	3	-0.015425	-0.013412	-0.011399	0.000000	0.000000	-0.011399
chrM	6053	+	0.009004	0.014209	0.020301	0.000006	0.000013	0.048514	0.059628	0.071968	0.000000	0.000000	0	3	-0.055562	-0.045420	-0.035278	0.000000	0.000000	-0.035278
chrM	6054	-	0.000880	0.001708	0.002559	0.000047	0.000092	0.003553	0.004907	0.006309	0.000000	0.000000	0	3	-0.004631	-0.003199	-0.001767	0.000082	0.000187	-0.001767
chrM	6068	+	0.013121	0.019224	0.026329	0.000000	0.000001	0.027084	0.035762	0.045779	0.000000	0.000000	0	3	-0.027289	-0.016538	-0.005787	0.003689	0.006864	-0.005787
chrM	6069	-	-0.000500	0.000568	0.001649	0.297204	0.354727	0.003839	0.005432	0.007062	0.000000	0.000000	0	2	-0.006651	-0.004863	-0.003076	0.000001	0.000002	-0.003076
chrM	6074	+	0.027790	0.036861	0.047233	0.000000	0.000000	0.093925	0.110488	0.128525	0.000000	0.000000	0	3	-0.090552	-0.073627	-0.056702	0.000000	0.000000	-0.056702
chrM	6075	-	0.002030	0.003011	0.004018	0.000000	0.000000	0.007442	0.008942	0.010503	0.000000	0.000000	0	3	-0.007597	-0.005931	-0.004266	0.000000	0.000000	-0.004266
chrM	6128	+	0.034080	0.053867	0.074518	0.000001	0.000002	0.159296	0.191048	0.224136	0.000000	0.000000	0	3	-0.171418	-0.137182	-0.102945	0.000000	0.000000	-0.102945
chrM	6129	-	0.004934	0.006536	0.008209	0.000000	0.000000	0.011940	0.014475	0.017126	0.000000	0.000000	0	3	-0.010706	-0.007940	-0.005173	0.000000	0.000001	-0.005173
chrM	6164	+	0.010354	0.026721	0.043316	0.001770	0.002923	0.041794	0.064364	0.086849	0.000000	0.000001	0	3	-0.064162	-0.037643	-0.011125	0.008417	0.014752	-0.011125
chrM	6165	-	-0.001932	0.000599	0.003153	0.643035	0.698253	0.003504	0.006680	0.009926	0.000040	0.000065	0	2	-0.010063	-0.006081	-0.002100	0.003432	0.006433	-0.002100
chrM	6173	+	0.008024	0.013980	0.020604	0.000025	0.000050	0.034571	0.045391	0.057084	0.000000	0.000000	0	3	-0.042346	-0.031411	-0.020476	0.000001	0.000004	-0.020476
chrM	6174	-	0.002004	0.003953	0.005930	0.000068	0.000131	0.001889	0.004448	0.007042	0.000673	0.001023	0	3	-0.003615	-0.000495	0.002625	0.764199	0.811302	0.000000
chrM	6181	+	0.008709	0.014418	0.020760	0.000005	0.000010	0.049996	0.060883	0.072850	0.000000	0.000000	0	3	-0.057095	-0.046465	-0.035834	0.000000	0.000000	-0.035834
chrM	6182	-	0.002437	0.003912	0.005434	0.000000	0.000001	0.007287	0.009649	0.012104	0.000000	0.000000	0	3	-0.008279	-0.005737	-0.003195	0.000058	0.000136	-0.003195
chrM	6189	+	0.011254	0.016254	0.022055	0.000000	0.000000	0.046629	0.057191	0.068709	0.000000	0.000000	0	3	-0.050614	-0.040937	-0.031260	0.000000	0.000000	-0.031260
chrM	6190	-	0.001895	0.003636	0.005409	0.000042	0.000081	0.004952	0.007316	0.009751	0.000000	0.000000	0	3	-0.006512	-0.003680	-0.000849	0.014519	0.024459	-0.000849
chrM	6242	+	0.033208	0.042612	0.052356	0.000000	0.000000	0.121390	0.136579	0.152221	0.000000	0.000000	0	3	-0.110220	-0.093967	-0.077714	0.000000	0.000000	-0.077714
chrM	6243	-	0.002662	0.004260	0.005878	0.000000	0.000000	0.006209	0.008488	0.010797	0.000000	0.000000	0	3	-0.006860	-0.004228	-0.001596	0.003002	0.005681	-0.001596
chrM	6263	+	0.015042	0.032479	0.049940	0.000290	0.000523	0.062642	0.083053	0.103456	0.000000	0.000000	0	3	-0.077079	-0.050574	-0.024070	0.000229	0.000494	-0.024070
chrM	6264	-	0.002201	0.002949	0.003738	0.000000	0.000000	0.009206	0.010698	0.012269	0.000000	0.000000	0	3	-0.009121	-0.007749	-0.006376	0.000000	0.000000	-0.006376
chrM	6329	+	0.015614	0.024601	0.034725	0.000001	0.000003	0.024392	0.035761	0.048165	0.000000	0.000000	0	3	-0.025971	-0.011160	0.003652	0.146968	0.200575	0.000000
chrM	6330	-	0.000061	0.000712	0.001377	0.031688	0.045223	0.001927	0.002901	0.003895	0.000000	0.000000	0	3	-0.003282	-0.002189	-0.001096	0.000270	0.000577	-0.001096
chrM	6445	+	0.035055	0.048991	0.063073	0.000000	0.000000	0.044665	0.061852	0.079132	0.000000	0.000000	0	3	-0.034591	-0.012860	0.008871	0.256017	0.329164	0.000000
chrM	6446	-	-0.000744	0.000241	0.001237	0.631986	0.687750	0.002157	0.003429	0.004721	0.000000	0.000000	0	2	-0.004754	-0.003188	-0.001621	0.000110	0.000247	-0.001621
chrM	6455	+	0.041265	0.055435	0.069774	0.000000	0.000000	0.074020	0.092467	0.111022	0.000000	0.000000	0	3	-0.059605	-0.037032	-0.014458	0.001889	0.003649	-0.014458
chrM	6456	-	0.003307	0.004443	0.005601	0.000000	0.000000	0.009268	0.010904	0.012577	0.000000	0.000000	0	3	-0.008346	-0.006461	-0.004577	0.000000	0.000000	-0.004577
chrM	6464	+	0.049699	0.063978	0.078426	0.000000	0.000000	0.099214	0.118526	0.137961	0.000000	0.000000	0	3	-0.077616	-0.054548	-0.031480	0.000009	0.000024	-0.031480
chrM	6465	-	0.000108	0.003383	0.006664	0.042846	0.059949	-0.004261	-0.000150	0.003964	0.943246	0.958599	0	1	-0.001594	0.003533	0.008659	0.187918	0.250307	0.000000
chrM	6540	+	0.020487	0.024217	0.028134	0.000000	0.000000	0.079703	0.086749	0.094109	0.000000	0.000000	0	3	-0.069284	-0.062532	-0.055780	0.000000	0.000000	-0.055780
chrM	6541	-	0.001022	0.001572	0.002137	0.000000	0.000000	0.006170	0.007094	0.008055	0.000000	0.000000	0	3	-0.006481	-0.005522	-0.004562	0.000000	0.000000	-0.004562
chrM	6563	+	0.015529	0.018734	0.022132	0.000000	0.000000	0.049321	0.055183	0.061347	0.000000	0.000000	0	3	-0.042234	-0.036450	-0.030665	0.000000	0.000000	-0.030665
chrM	6564	-	0.000181	0.001199	0.002228	0.020782	0.030397	0.001362	0.002693	0.004038	0.000073	0.000117	0	3	-0.003119	-0.001494	0.000131	0.081707	0.117109	0.000000
chrM	6569	+	0.011752	0.015159	0.018701	0.000000	0.000000	0.036044	0.041744	0.047669	0.000000	0.000000	0	3	-0.032545	-0.026586	-0.020627	0.000000	0.000000	-0.020627
chrM	6570	-	-0.000602	0.001065	0.002740	0.210682	0.257931	-0.001595	0.000523	0.002646	0.628277	0.672611	0	0	-0.002083	0.000542	0.003166	0.694189	0.748914	0.000000
chrM	6572	+	0.004830	0.011464	0.018130	0.000713	0.001235	0.021305	0.029921	0.038588	0.000000	0.000000	0	3	-0.028993	-0.018457	-0.007921	0.000897	0.001811	-0.007921
chrM	6573	-	-0.001002	0.000362	0.001732	0.602996	0.659795	-0.000860	0.000897	0.002659	0.317017	0.371714	0	0	-0.002693	-0.000535	0.001624	0.637807	0.699417	0.000000
chrM	6617	+	0.060860	0.075967	0.091490	0.000000	0.000000	0.185134	0.207183	0.229355	0.000000	0.000000	0	3	-0.156381	-0.131216	-0.106051	0.000000	0.000000	-0.106051
chrM	6618	-	0.004049	0.004943	0.005888	0.000000	0.000000	0.012353	0.014014	0.015768	0.000000	0.000000	0	3	-0.010690	-0.009072	-0.007454	0.000000	0.000000	-0.007454
chrM	6656	+	0.071118	0.080945	0.091237	0.000000	0.000000	0.286555	0.302956	0.319579	0.000000	0.000000	0	3	-0.239187	-0.222011	-0.204835	0.000000	0.000000	-0.204835
chrM	6657	-	0.005695	0.007147	0.008649	0.000000	0.000000	0.012113	0.014378	0.016726	0.000000	0.000000	0	3	-0.009717	-0.007231	-0.004745	0.000000	0.000000	-0.004745
chrM	6689	+	0.044628	0.051350	0.058537	0.000000	0.000000	0.141778	0.153356	0.165306	0.000000	0.000000	0	3	-0.113974	-0.102006	-0.090039	0.000000	0.000000	-0.090039
chrM	6690	-	0.002952	0.004409	0.005890	0.000000	0.000000	0.007653	0.009785	0.011956	0.000000	0.000000	0	3	-0.007801	-0.005376	-0.002950	0.000048	0.000113	-0.002950
chrM	6761	+	0.051754	0.064516	0.078339	0.000000	0.000000	0.102466	0.118764	0.135805	0.000000	0.000000	0	3	-0.075005	-0.054247	-0.033489	0.000001	0.000002	-0.033489
chrM	6762	-	0.001670	0.002873	0.004120	0.000003	0.000006	0.004625	0.006399	0.008246	0.000000	0.000000	0	3	-0.005552	-0.003526	-0.001500	0.001388	0.002724	-0.001500
chrM	6797	+	0.030030	0.060350	0.091085	0.000112	0.000208	0.026350	0.056533	0.086411	0.000388	0.000599	0	3	-0.038917	0.003817	0.046550	0.860737	0.897574	0.000000
chrM	6798	-	0.000534	0.001710	0.002938	0.004492	0.007134	0.002145	0.003775	0.005492	0.000010	0.000016	0	3	-0.004011	-0.002065	-0.000119	0.046652	0.071045	-0.000119
chrM	6808	-	0.001622	0.003194	0.004820	0.000070	0.000134	0.005658	0.007949	0.010337	0.000000	0.000000	0	3	-0.007391	-0.004756	-0.002120	0.000882	0.001787	-0.002120
chrM	6825	-	-0.004986	-0.001319	0.002358	0.481708	0.542344	0.002779	0.007106	0.011447	0.001328	0.001989	0	2	-0.014025	-0.008424	-0.002824	0.003638	0.006780	-0.002824
chrM	6840	-	0.003985	0.005415	0.006917	0.000000	0.000000	0.013064	0.015481	0.018030	0.000000	0.000000	0	3	-0.012589	-0.010066	-0.007544	0.000000	0.000000	-0.007544
chrM	6852	-	-0.004194	0.000030	0.004263	0.988747	0.991725	0.004139	0.009645	0.015151	0.000601	0.000919	0	2	-0.016322	-0.009615	-0.002907	0.006658	0.011920	-0.002907
chrM	6855	-	0.003025	0.004266	0.005536	0.000000	0.000000	0.011943	0.013872	0.015855	0.000000	0.000000	0	3	-0.011718	-0.009606	-0.007493	0.000000	0.000000	-0.007493
chrM	6875	+	0.138831	0.163016	0.189297	0.000000	0.000000	0.282827	0.317382	0.350682	0.000000	0.000000	0	3	-0.194762	-0.154366	-0.113970	0.000000	0.000000	-0.113970
chrM	6876	-	0.002681	0.003782	0.004915	0.000000	0.000000	0.010589	0.012400	0.014272	0.000000	0.000000	0	3	-0.010527	-0.008618	-0.006710	0.000000	0.000000	-0.006710
chrM	6887	+	0.081839	0.102267	0.124819	0.000000	0.000000	0.202461	0.231029	0.259855	0.000000	0.000000	0	3	-0.163064	-0.128762	-0.094460	0.000000	0.000000	-0.094460
chrM	6888	-	-0.000499	0.001618	0.003744	0.133946	0.170244	0.003832	0.006523	0.009224	0.000002	0.000003	0	2	-0.008239	-0.004905	-0.001572	0.005054	0.009180	-0.001572
chrM	6950	+	0.045520	0.064713	0.084560	0.000000	0.000000	0.094068	0.114163	0.135076	0.000000	0.000000	0	3	-0.077550	-0.049450	-0.021349	0.000660	0.001350	-0.021349
chrM	6951	-	0.000903	0.001495	0.002111	0.000000	0.000001	0.003584	0.004541	0.005548	0.000000	0.000000	0	3	-0.004074	-0.003046	-0.002018	0.000000	0.000000	-0.002018
chrM	6999	-	-0.000333	0.000559	0.001474	0.219077	0.267226	-0.000149	0.001112	0.002391	0.084217	0.109122	0	0	-0.002022	-0.000552	0.000917	0.484943	0.568944	0.000000
chrM	7008	-	0.001324	0.002977	0.004663	0.000381	0.000679	0.000628	0.002668	0.004729	0.010558	0.014835	0	3	-0.002277	0.000309	0.002895	0.818407	0.862435	0.000000
chrM	7013	-	0.000424	0.001503	0.002625	0.006098	0.009608	-0.000976	0.000366	0.001716	0.591034	0.639700	0	1	-0.000561	0.001138	0.002836	0.196261	0.260378	0.000000
chrM	7020	-	0.001525	0.003040	0.004603	0.000074	0.000140	0.001514	0.003334	0.005195	0.000379	0.000586	0	3	-0.002650	-0.000293	0.002063	0.809788	0.856061	0.000000
chrM	7130	+	-0.033962	0.008425	0.050793	0.696911	0.743025	-0.062459	-0.013657	0.034910	0.582297	0.632299	0	0	-0.041865	0.022082	0.086029	0.502606	0.585885	0.000000
chrM	7131	-	-0.000102	0.004233	0.008587	0.055501	0.076267	-0.003144	0.002420	0.007983	0.393728	0.450039	0	0	-0.005034	0.001813	0.008660	0.614458	0.680536	0.000000
chrM	7160	+	0.033365	0.073857	0.114201	0.000353	0.000635	0.037183	0.084927	0.132267	0.000512	0.000785	0	3	-0.072674	-0.011069	0.050535	0.728295	0.779814	0.000000
chrM	7161	-	0.003547	0.004708	0.005966	0.000000	0.000000	0.011328	0.013596	0.016021	0.000000	0.000000	0	3	-0.011036	-0.008888	-0.006741	0.000000	0.000000	-0.006741
chrM	7163	+	0.021354	0.060975	0.100418	0.002594	0.004214	0.002388	0.048636	0.094471	0.039653	0.053604	0	3	-0.047662	0.012339	0.072341	0.690296	0.745967	0.000000
chrM	7164	-	0.003079	0.004165	0.005347	0.000000	0.000000	0.009699	0.011803	0.014063	0.000000	0.000000	0	3	-0.009648	-0.007638	-0.005628	0.000000	0.000000	-0.005628
chrM	7196	+	0.070002	0.111151	0.151942	0.000000	0.000000	0.124183	0.171616	0.218232	0.000000	0.000000	0	3	-0.122262	-0.060466	0.001331	0.058091	0.085720	0.000000
chrM	7197	-	0.002770	0.003920	0.005115	0.000000	0.000000	0.009427	0.011348	0.013362	0.000000	0.000000	0	3	-0.009441	-0.007427	-0.005414	0.000000	0.000000	-0.005414
chrM	7205	+	-0.014094	0.038136	0.090272	0.152423	0.192261	-0.049874	0.011391	0.072399	0.715382	0.756125	0	0	-0.052671	0.026745	0.106160	0.514567	0.596349	0.000000
chrM	7206	-	0.002142	0.004260	0.006397	0.000076	0.000144	0.010630	0.013513	0.016434	0.000000	0.000000	0	3	-0.012683	-0.009253	-0.005822	0.000000	0.000001	-0.005822
chrM	7215	+	0.001310	0.052051	0.101530	0.046386	0.064327	-0.003254	0.056070	0.112271	0.067470	0.088762	0	1	-0.079613	-0.004019	0.071574	0.917739	0.937524	0.000000
chrM	7216	-	0.001663	0.004552	0.007449	0.001989	0.003258	0.002178	0.006041	0.009909	0.002182	0.003220	0	3	-0.006122	-0.001490	0.003142	0.545148	0.623829	0.000000
chrM	7218	+	0.032779	0.053983	0.078937	0.000073	0.000139	0.091348	0.129887	0.168764	0.000000	0.000001	0	3	-0.115193	-0.075905	-0.036616	0.001318	0.002598	-0.036616
chrM	7219	-	0.001251	0.001922	0.002618	0.000000	0.000000	0.003688	0.004768	0.005896	0.000000	0.000000	0	3	-0.004006	-0.002846	-0.001685	0.000013	0.000032	-0.001685
chrM	7225	+	0.054965	0.087526	0.121574	0.000004	0.000008	0.081508	0.123517	0.164633	0.000003	0.000006	0	3	-0.087607	-0.035991	0.015626	0.183642	0.245593	0.000000
chrM	7226	-	0.001121	0.001759	0.002422	0.000000	0.000000	0.005301	0.006457	0.007669	0.000000	0.000000	0	3	-0.005837	-0.004698	-0.003559	0.000000	0.000000	-0.003559
chrM	7235	+	0.035778	0.056472	0.080371	0.000006	0.000012	0.052618	0.082373	0.113496	0.000017	0.000028	0	3	-0.061560	-0.025901	0.009757	0.173803	0.234318	0.000000
chrM	7236	-	-0.003481	-0.000818	0.001850	0.547626	0.609218	-0.000316	0.003087	0.006492	0.075458	0.098539	0	0	-0.008102	-0.003905	0.000292	0.076677	0.110535	0.000000
chrM	7331	+	0.029484	0.041116	0.054748	0.000000	0.000000	0.067561	0.086676	0.107785	0.000000	0.000000	0	3	-0.066903	-0.045560	-0.024218	0.000127	0.000284	-0.024218
chrM	7332	-	0.004559	0.006139	0.007780	0.000000	0.000000	0.012218	0.014654	0.017189	0.000000	0.000000	0	3	-0.011215	-0.008515	-0.005814	0.000000	0.000000	-0.005814
chrM	7336	+	0.027732	0.039991	0.054083	0.000000	0.000000	0.064288	0.084013	0.105567	0.000000	0.000000	0	3	-0.066169	-0.044021	-0.021874	0.000343	0.000723	-0.021874
chrM	7337	-	0.004481	0.006204	0.007977	0.000000	0.000000	0.015228	0.017764	0.020405	0.000000	0.000000	0	3	-0.014455	-0.011560	-0.008665	0.000000	0.000000	-0.008665
chrM	7341	+	0.028627	0.041275	0.055809	0.000000	0.000000	0.066436	0.086266	0.108057	0.000000	0.000000	0	3	-0.067687	-0.044990	-0.022294	0.000309	0.000658	-0.022294
chrM	7342	-	0.005119	0.006610	0.008173	0.000000	0.000000	0.015026	0.017358	0.019819	0.000000	0.000000	0	3	-0.013321	-0.010748	-0.008174	0.000000	0.000000	-0.008174
chrM	7418	+	0.055820	0.080102	0.109919	0.000000	0.000000	0.057787	0.082887	0.113675	0.000010	0.000016	0	3	-0.041653	-0.002785	0.036084	0.888376	0.916826	0.000000
chrM	7419	-	0.009053	0.013612	0.018394	0.000000	0.000000	0.016585	0.023235	0.030082	0.000000	0.000000	0	3	-0.017288	-0.009623	-0.001959	0.020899	0.034567	-0.001959
chrM	7427	+	0.028779	0.048210	0.072436	0.000014	0.000029	0.022911	0.050392	0.079144	0.002013	0.002979	0	3	-0.036213	-0.002182	0.031848	0.902130	0.926863	0.000000
chrM	7428	-	0.004780	0.007922	0.011519	0.000003	0.000006	0.008047	0.012438	0.017313	0.000001	0.000002	0	3	-0.009932	-0.004516	0.000901	0.115641	0.161574	0.000000
chrM	7462	+	0.031443	0.049489	0.070174	0.000001	0.000002	0.068583	0.094526	0.122605	0.000000	0.000000	0	3	-0.076355	-0.045037	-0.013720	0.007535	0.013394	-0.013720
chrM	7463	-	-0.003070	0.017678	0.038230	0.095483	0.125046	-0.012888	0.011803	0.036002	0.347248	0.402437	0	0	-0.025661	0.005876	0.037413	0.718550	0.771032	0.000000
chrM	7599	+	0.062020	0.093537	0.125023	0.000000	0.000000	0.048775	0.086003	0.122585	0.000014	0.000022	0	3	-0.040336	0.007534	0.055404	0.760255	0.807973	0.000000
chrM	7600	-	0.005589	0.008418	0.011532	0.000000	0.000000	0.018112	0.022662	0.027706	0.000000	0.000000	0	3	-0.019285	-0.014244	-0.009203	0.000000	0.000001	-0.009203
chrM	7619	-	0.000352	0.002520	0.004805	0.023336	0.033885	0.007322	0.010706	0.014376	0.000000	0.000000	0	3	-0.011936	-0.008186	-0.004437	0.000081	0.000185	-0.004437
chrM	7663	+	-0.134514	-0.078024	-0.019223	0.011271	0.017243	-0.228426	-0.163668	-0.096806	0.000009	0.000015	3	0	-0.000904	0.085644	0.172193	0.054826	0.081504	0.000000
chrM	7664	-	-0.006033	-0.001693	0.002651	0.444843	0.507304	0.007515	0.013124	0.018739	0.000005	0.000008	0	2	-0.021686	-0.014818	-0.007949	0.000043	0.000102	-0.007949
chrM	7757	-	0.002853	0.003822	0.004811	0.000000	0.000000	0.008812	0.010289	0.011810	0.000000	0.000000	0	3	-0.008106	-0.006467	-0.004828	0.000000	0.000000	-0.004828
chrM	7775	-	0.002664	0.003329	0.004029	0.000000	0.000000	0.007224	0.008343	0.009529	0.000000	0.000000	0	3	-0.006188	-0.005014	-0.003840	0.000000	0.000000	-0.003840
chrM	7793	-	-0.000941	0.002116	0.005177	0.174902	0.218683	0.001922	0.005813	0.009707	0.003396	0.004931	0	2	-0.008507	-0.003697	0.001114	0.143304	0.196110	0.000000
chrM	7813	+	0.078468	0.151713	0.221452	0.000095	0.000177	0.011956	0.092813	0.169487	0.026584	0.036429	0	3	-0.047046	0.058901	0.164847	0.277565	0.353974	0.000000
chrM	7814	-	-0.000982	-0.000079	0.000830	0.865355	0.886965	0.000869	0.002049	0.003240	0.000664	0.001011	0	2	-0.003567	-0.002128	-0.000689	0.005098	0.009226	-0.000689
chrM	7829	+	0.071690	0.134320	0.194327	0.000056	0.000107	-0.032986	0.038324	0.105760	0.290031	0.342889	0	1	0.004089	0.095996	0.187903	0.041135	0.064210	0.004089
chrM	7830	-	-0.002573	-0.000726	0.001125	0.441838	0.505134	0.002133	0.004509	0.006889	0.000198	0.000313	0	2	-0.008154	-0.005235	-0.002316	0.000657	0.001347	-0.002316
chrM	7849	+	0.117797	0.162782	0.206665	0.000000	0.000000	0.074113	0.124672	0.173266	0.000004	0.000007	0	3	-0.028043	0.038109	0.104262	0.260392	0.333741	0.000000
chrM	7850	-	0.002836	0.003414	0.004014	0.000000	0.000000	0.006223	0.007156	0.008129	0.000000	0.000000	0	3	-0.004744	-0.003742	-0.002741	0.000000	0.000000	-0.002741
chrM	7858	+	0.057602	0.101110	0.143920	0.000011	0.000022	0.030115	0.078157	0.124438	0.002022	0.002989	0	3	-0.040660	0.022953	0.086567	0.479997	0.565090	0.000000
chrM	7859	-	0.001508	0.001993	0.002497	0.000000	0.000000	0.002960	0.003713	0.004499	0.000000	0.000000	0	3	-0.002551	-0.001720	-0.000889	0.000183	0.000399	-0.000889
chrM	7909	+	-0.001004	0.007056	0.015287	0.087904	0.116622	0.037599	0.049772	0.062867	0.000000	0.000000	0	2	-0.056348	-0.042716	-0.029085	0.000000	0.000000	-0.029085
chrM	7910	-	0.001204	0.002343	0.003496	0.000051	0.000099	0.003036	0.004499	0.005984	0.000000	0.000000	0	3	-0.003965	-0.002156	-0.000348	0.023182	0.038090	-0.000348
chrM	7918	+	0.015554	0.022144	0.029776	0.000000	0.000000	0.040175	0.051083	0.063132	0.000000	0.000000	0	3	-0.040994	-0.028939	-0.016884	0.000018	0.000045	-0.016884
chrM	7919	-	0.001689	0.002540	0.003416	0.000000	0.000000	0.003163	0.004372	0.005619	0.000000	0.000000	0	3	-0.003243	-0.001832	-0.000420	0.016024	0.026949	-0.000420
chrM	7924	+	0.007579	0.016692	0.026038	0.000401	0.000713	0.029922	0.041018	0.052634	0.000000	0.000000	0	3	-0.038612	-0.024327	-0.010041	0.001009	0.002014	-0.010041
chrM	7925	-	0.002242	0.003327	0.004438	0.000000	0.000000	0.004274	0.005802	0.007368	0.000000	0.000000	0	3	-0.004264	-0.002475	-0.000686	0.010130	0.017601	-0.000686
chrM	7927	+	0.012547	0.020957	0.029735	0.000002	0.000004	0.046502	0.057849	0.069935	0.000000	0.000000	0	3	-0.050722	-0.036892	-0.023061	0.000000	0.000001	-0.023061
chrM	7928	-	0.001851	0.002941	0.004056	0.000000	0.000000	0.005938	0.007413	0.008948	0.000000	0.000000	0	3	-0.006249	-0.004472	-0.002695	0.000002	0.000005	-0.002695
chrM	7978	+	0.015202	0.021730	0.028766	0.000000	0.000000	0.041265	0.051102	0.061718	0.000000	0.000000	0	3	-0.040655	-0.029372	-0.018089	0.000002	0.000005	-0.018089
chrM	7979	-	0.003843	0.005365	0.006941	0.000000	0.000000	0.010346	0.012477	0.014714	0.000000	0.000000	0	3	-0.009636	-0.007112	-0.004587	0.000000	0.000000	-0.004587
chrM	7985	+	0.024300	0.030511	0.037470	0.000000	0.000000	0.054863	0.064935	0.075944	0.000000	0.000000	0	3	-0.045583	-0.034424	-0.023266	0.000000	0.000000	-0.023266
chrM	7986	-	0.000009	0.002253	0.004515	0.049005	0.067713	0.009265	0.012479	0.015734	0.000000	0.000000	0	3	-0.013922	-0.010227	-0.006532	0.000000	0.000001	-0.006532
chrM	7996	+	0.017279	0.023844	0.030819	0.000000	0.000000	0.044740	0.054659	0.065262	0.000000	0.000000	0	3	-0.042100	-0.030815	-0.019530	0.000000	0.000001	-0.019530
chrM	7997	-	0.004885	0.006500	0.008182	0.000000	0.000000	0.010466	0.012984	0.015586	0.000000	0.000000	0	3	-0.009253	-0.006484	-0.003715	0.000026	0.000062	-0.003715
chrM	8006	+	0.014661	0.020930	0.027567	0.000000	0.000000	0.043718	0.053717	0.064375	0.000000	0.000000	0	3	-0.043718	-0.032788	-0.021858	0.000000	0.000000	-0.021858
chrM	8007	-	0.008987	0.010746	0.012623	0.000000	0.000000	0.015851	0.018506	0.021312	0.000000	0.000000	0	3	-0.010784	-0.007760	-0.004736	0.000002	0.000007	-0.004736
chrM	8019	+	0.011716	0.016202	0.021340	0.000000	0.000000	0.035328	0.043782	0.053162	0.000000	0.000000	0	3	-0.036033	-0.027579	-0.019126	0.000000	0.000000	-0.019126
chrM	8020	-	0.006552	0.008633	0.010801	0.000000	0.000000	0.009105	0.011997	0.014973	0.000000	0.000000	0	3	-0.006800	-0.003363	0.000074	0.067500	0.098298	0.000000
chrM	8036	+	0.002012	0.006956	0.012124	0.006232	0.009805	0.015654	0.023224	0.031392	0.000000	0.000000	0	3	-0.024745	-0.016268	-0.007791	0.000470	0.000979	-0.007791
chrM	8037	-	0.003683	0.005170	0.006700	0.000000	0.000000	0.006764	0.008883	0.011052	0.000000	0.000000	0	3	-0.006178	-0.003713	-0.001248	0.005297	0.009552	-0.001248
chrM	8059	+	0.009112	0.012238	0.015679	0.000000	0.000000	0.021519	0.026374	0.031798	0.000000	0.000000	0	3	-0.019662	-0.014136	-0.008610	0.000002	0.000006	-0.008610
chrM	8060	-	0.006391	0.007836	0.009383	0.000000	0.000000	0.019181	0.021723	0.024433	0.000000	0.000000	0	3	-0.016485	-0.013887	-0.011289	0.000000	0.000000	-0.011289
chrM	8113	+	0.005680	0.008192	0.010883	0.000000	0.000000	0.020485	0.025064	0.030019	0.000000	0.000000	0	3	-0.021432	-0.016872	-0.012312	0.000000	0.000000	-0.012312
chrM	8114	-	0.001912	0.002695	0.003517	0.000000	0.000000	0.007594	0.008884	0.010262	0.000000	0.000000	0	3	-0.007563	-0.006189	-0.004815	0.000000	0.000000	-0.004815
chrM	8117	+	0.004119	0.006116	0.008318	0.000000	0.000000	0.016125	0.020267	0.024773	0.000000	0.000000	0	3	-0.017920	-0.014150	-0.010380	0.000000	0.000000	-0.010380
chrM	8118	-	0.001567	0.002376	0.003217	0.000000	0.000000	0.007380	0.008744	0.010186	0.000000	0.000000	0	3	-0.007790	-0.006369	-0.004948	0.000000	0.000000	-0.004948
